ID,brand,model,year,transmission,mileage,fuelType,mpg,engineSize,tax,tax(£),price
37329,bmw, 1 Series,2020.0,Semi-Auto,3009.0,Petrol,34.5,2.0,150.0,,36995
37330,ford, Fiesta,2018.0,Manual,13496.0,Petrol,65.7,1.0,145.0,,10190
37331,vw, Golf,2016.0,Manual,32704.0,Diesel,68.9,2.0,20.0,,13295
37332,merc, A Class,2019.0,Semi-Auto,4885.0,Petrol,53.3,1.3,145.0,,21250
37333,ford, Fiesta,2014.0,Manual,22359.0,Diesel,76.4,1.5,0.0,,7676
37334,audi, Q3,2017.0,Manual,19085.0,Diesel,61.4,2.0,30.0,,17530
37335,ford, Focus,2016.0,Manual,36504.0,Petrol,61.4,1.0,20.0,,9200
37336,ford, Focus,2016.0,Semi-Auto,25349.0,Diesel,74.3,1.5,0.0,,10999
37337,ford, EcoSport,2018.0,Manual,8246.0,Petrol,54.3,1.0,145.0,,13799
37338,merc, GLC Class,2019.0,Semi-Auto,11307.0,Diesel,40.4,2.0,150.0,,42676
37339,ford, Edge,2019.0,Automatic,8780.0,Diesel,37.2,2.0,145.0,,31995
37340,ford, Ka+,2019.0,Manual,5383.0,Petrol,43.5,1.2,145.0,,11599
37341,audi, A1,2016.0,Manual,32372.0,Petrol,55.4,1.4,30.0,,13990
37342,vw, Polo,2015.0,Semi-Auto,26283.0,Petrol,61.4,1.4,20.0,,12498
37343,bmw, 2 Series,2017.0,Manual,28185.0,Petrol,53.3,1.5,125.0,,14495
37344,toyota, Auris,2013.0,Manual,54370.0,Petrol,51.4,1.3,125.0,,6727
37345,vw, Tiguan,2014.0,Manual,77509.0,Diesel,48.7,2.0,160.0,,8999
37346,ford, C-MAX,2016.0,Manual,17702.0,Diesel,68.9,1.5,20.0,,9399
37347,ford, Fiesta,2013.0,Semi-Auto,37582.0,Petrol,47.9,1.6,145.0,,7980
37348,hyundi, Tucson,2018.0,Manual,11505.0,Diesel,61.4,1.7,,145.0,17000
37349,ford, Kuga,2017.0,Automatic,24577.0,Petrol,38.2,1.5,240.0,,15270
37350,audi, A3,2017.0,Manual,13083.0,Diesel,67.3,2.0,145.0,,15000
37351,toyota, Aygo,2016.0,Manual,19254.0,Petrol,69.0,1.0,0.0,,6480
37352,vw, Tiguan,2018.0,Semi-Auto,32001.0,Petrol,38.2,2.0,150.0,,25995
37353,vw, Up,2019.0,Manual,5029.0,Petrol,54.3,1.0,145.0,,8960
37354,toyota, Yaris,2016.0,Manual,21575.0,Petrol,55.0,1.3,30.0,,9475
37355,skoda, Octavia,2014.0,Manual,140003.0,Petrol,53.3,1.4,30.0,,5195
37356,toyota, GT86,2020.0,Semi-Auto,1504.0,Petrol,32.8,2.0,145.0,,26995
37357,hyundi, IX35,2014.0,Manual,70353.0,Diesel,53.3,1.7,,150.0,7599
37358,ford, Fiesta,2018.0,Manual,11468.0,Petrol,65.7,1.0,145.0,,10191
37359,bmw, 3 Series,2018.0,Manual,29392.0,Petrol,47.9,2.0,145.0,,17488
37360,ford, C-MAX,2017.0,Manual,41992.0,Diesel,68.9,1.5,20.0,,9171
37361,hyundi, Santa Fe,2016.0,Semi-Auto,30826.0,Diesel,42.8,2.2,,235.0,16995
37362,audi, A3,2015.0,Manual,76627.0,Diesel,83.1,1.6,0.0,,9298
37363,bmw, 3 Series,2018.0,Automatic,24049.0,Diesel,64.2,2.0,145.0,,18480
37364,ford, Kuga,2019.0,Manual,12218.0,Diesel,45.6,1.5,145.0,,17000
37365,merc, GLC Class,2017.0,Semi-Auto,31659.0,Diesel,56.5,2.1,150.0,,27495
37366,bmw, 1 Series,2016.0,Manual,24684.0,Diesel,65.7,2.0,30.0,,14000
37367,bmw, 2 Series,2017.0,Semi-Auto,34978.0,Diesel,72.4,1.5,150.0,,13000
37368,merc, B Class,2019.0,Semi-Auto,13070.0,Petrol,45.6,1.3,145.0,,21699
37369,ford, EcoSport,2019.0,Manual,3055.0,Petrol,51.4,1.0,150.0,,16500
37370,audi, A6,2019.0,Automatic,4986.0,Diesel,50.4,2.0,145.0,,29995
37371,ford, Focus,2018.0,Manual,15471.0,Petrol,41.5,2.0,145.0,,18787
37372,bmw, 3 Series,2016.0,Manual,23328.0,Diesel,62.8,2.0,30.0,,14000
37373,merc, C Class,2019.0,Semi-Auto,94.0,Diesel,54.3,1.6,145.0,,31890
37374,skoda, Fabia,2016.0,Manual,57153.0,Diesel,74.3,1.4,20.0,,8500
37375,ford, Fiesta,2013.0,Semi-Auto,30017.0,Petrol,47.9,1.6,145.0,,7353
37376,hyundi, I10,2017.0,Manual,17505.0,Petrol,60.1,1.0,,20.0,7495
37377,ford, Focus,2015.0,Manual,72005.0,Diesel,74.3,1.5,0.0,,6645
37378,audi, A5,2016.0,Semi-Auto,65488.0,Diesel,56.5,2.0,150.0,,16998
37379,bmw, 2 Series,2017.0,Manual,47302.0,Diesel,74.3,1.5,20.0,,12900
37380,ford, Focus,2019.0,Manual,7455.0,Petrol,60.1,1.0,145.0,,15510
37381,ford, Fiesta,2013.0,Manual,33844.0,Petrol,54.3,1.2,30.0,,6595
37382,vw, Golf,2019.0,Automatic,5874.0,Petrol,42.2,1.5,150.0,,16485
37383,ford, Focus,2013.0,Manual,53089.0,Petrol,56.5,1.0,30.0,,5991
37384,ford, B-MAX,2014.0,Manual,69086.0,Petrol,57.7,1.0,30.0,,5998
37385,bmw, 3 Series,2001.0,Automatic,90003.0,Petrol,27.7,3.0,325.0,,3050
37386,ford, Grand C-MAX,2012.0,Manual,71853.0,Petrol,40.9,1.6,200.0,,5990
37387,, Fiesta,2019.0,Manual,7814.0,Petrol,65.7,1.0,145.0,,12500
37388,ford, Focus,2015.0,Manual,47223.0,Diesel,74.3,1.5,0.0,,8498
37389,merc, B Class,2019.0,Semi-Auto,9322.0,Petrol,45.6,1.3,145.0,,21980
37390,vw, Golf,2017.0,Automatic,30703.0,Hybrid,166.2,1.4,135.0,,20100
37391,audi, Q7,2018.0,Automatic,13219.0,Diesel,37.2,4.0,145.0,,70990
37392,skoda, Superb,2018.0,Semi-Auto,33031.0,Petrol,30.1,2.0,145.0,,21500
37393,ford, C-MAX,2013.0,Manual,24945.0,Diesel,62.8,1.6,30.0,,7402
37394,audi, Q5,2020.0,Semi-Auto,6008.0,Diesel,38.2,2.0,145.0,,36990
37395,bmw, X3,2019.0,Semi-Auto,7544.0,Petrol,24.8,3.0,145.0,,54783
37396,toyota, RAV4,2016.0,Automatic,18195.0,Hybrid,55.4,2.5,20.0,,22499
37397,audi, A3,2012.0,Manual,63954.0,Diesel,68.9,2.0,20.0,,9500
37398,bmw, 5 Series,2017.0,Automatic,13023.0,Diesel,60.1,3.0,145.0,,22499
37399,bmw, 3 Series,2018.0,Automatic,31156.0,Diesel,62.8,2.0,145.0,,18799
37400,vw, Sharan,2019.0,Semi-Auto,8608.0,Diesel,41.5,2.0,145.0,,26990
37401,merc, C Class,2019.0,Semi-Auto,4685.0,Petrol,45.6,1.5,145.0,,26789
37402,bmw, 2 Series,2019.0,Manual,9693.0,Diesel,65.7,2.0,145.0,,22950
37403,merc, GLA Class,2017.0,Semi-Auto,13994.0,Diesel,56.5,2.1,125.0,,20049
37404,toyota, Yaris,2019.0,Manual,6371.0,Petrol,47.9,1.5,145.0,,11661
37405,ford, C-MAX,2016.0,Manual,50657.0,Petrol,44.1,1.6,160.0,,7787
37406,ford, Fiesta,2019.0,Manual,8.0,Petrol,55.4,1.1,145.0,,12995
37407,merc, E Class,2019.0,Semi-Auto,15340.0,Diesel,72.4,2.0,145.0,,24749
37408,ford, Focus,2019.0,Manual,4994.0,Petrol,60.1,1.0,145.0,,17290
37409,vw, Polo,2016.0,Automatic,23215.0,Petrol,50.4,1.8,125.0,,14750
37410,ford, Grand C-MAX,2016.0,Semi-Auto,24519.0,Diesel,58.9,1.5,30.0,,10250
37411,ford, Focus,2014.0,Manual,91941.0,Diesel,67.3,1.6,20.0,,4990
37412,merc, SL CLASS,2019.0,Semi-Auto,9484.0,Petrol,47.1,2.0,145.0,,28491
37413,hyundi, Santa Fe,2017.0,Semi-Auto,26553.0,Diesel,42.8,2.2,,150.0,22480
37414,ford, Fiesta,2017.0,Manual,27184.0,Petrol,65.7,1.0,0.0,,8595
37415,ford, Focus,2019.0,Manual,9086.0,Petrol,60.1,1.0,145.0,,16470
37416,merc, C Class,2019.0,Semi-Auto,4293.0,Petrol,44.1,1.5,145.0,,25199
37417,skoda, Rapid,2017.0,Manual,23003.0,Petrol,61.4,1.0,150.0,,8199
37418,vw, Polo,2019.0,Manual,1986.0,Petrol,48.7,1.0,145.0,,14485
37419,vw, Golf,2019.0,Manual,3002.0,Petrol,47.1,1.5,145.0,,17491
37420,merc, GLE Class,2018.0,Semi-Auto,6434.0,Diesel,36.7,3.0,145.0,,42980
37421,audi, A1,2020.0,Semi-Auto,3009.0,Petrol,44.8,1.5,145.0,,25000
37422,skoda, Fabia,2016.0,Manual,86472.0,Petrol,58.8,1.2,20.0,,6000
37423,bmw, X1,2019.0,Manual,2960.0,Petrol,51.4,1.5,145.0,,23980
37424,vw, Polo,2017.0,Manual,9504.0,Petrol,61.4,1.4,145.0,,12599
37425,vw, T-Cross,2020.0,Manual,11.0,Diesel,53.3,1.6,145.0,,19790
37426,vw, Golf,2019.0,Manual,2515.0,Petrol,47.1,1.5,150.0,,17991
37427,audi, TT,2017.0,Manual,65293.0,Diesel,62.8,2.0,150.0,,14795
37428,skoda, Yeti Outdoor,2015.0,Manual,29004.0,Diesel,55.4,2.0,150.0,,9495
37429,audi, A5,2019.0,Automatic,6722.0,Diesel,47.1,2.0,145.0,,28450
37430,bmw, 1 Series,2016.0,Manual,21297.0,Diesel,65.7,2.0,30.0,,13900
37431,ford, Fiesta,2018.0,Manual,15403.0,Petrol,65.7,1.0,150.0,,10489
37432,bmw, 4 Series,2016.0,Semi-Auto,46509.0,Diesel,52.3,3.0,160.0,,16591
37433,hyundi, Tucson,2007.0,Manual,90633.0,Petrol,35.3,2.0,,300.0,2495
37434,bmw, 3 Series,2018.0,Semi-Auto,26941.0,Diesel,64.2,2.0,145.0,,18500
37435,toyota, Yaris,2017.0,Manual,26509.0,Petrol,56.5,1.5,145.0,,10395
37436,ford, Kuga,2015.0,Semi-Auto,34034.0,Diesel,52.3,2.0,145.0,,11995
37437,audi, A4,2017.0,Manual,20084.0,Diesel,68.9,2.0,145.0,,17998
37438,audi, Q3,2019.0,Manual,1694.0,Petrol,39.8,1.5,145.0,,27995
37439,vw, Golf,2017.0,Semi-Auto,9446.0,Hybrid,156.9,1.4,140.0,,23990
37440,audi, A3,2020.0,Manual,18.0,Petrol,43.5,1.5,145.0,,23500
37441,ford, B-MAX,2014.0,Manual,17444.0,Diesel,68.9,1.5,20.0,,6995
37442,ford, Fiesta,2019.0,Manual,4225.0,Petrol,48.7,1.1,150.0,,11798
37443,bmw, X1,2016.0,Manual,20740.0,Diesel,60.1,2.0,125.0,,16000
37444,merc, A Class,2017.0,Automatic,8277.0,Petrol,40.9,2.0,145.0,,29890
37445,merc, A Class,2017.0,Automatic,444.0,Petrol,24.8,4.0,145.0,,100124
37446,audi, A5,2015.0,Manual,30986.0,Diesel,64.2,2.0,20.0,,13199
37447,merc, E Class,2018.0,Automatic,29688.0,Diesel,72.4,2.0,145.0,,21000
37448,merc, E Class,2017.0,Semi-Auto,21711.0,Diesel,65.7,2.0,145.0,,22299
37449,ford, Focus,2017.0,Manual,11747.0,Petrol,60.1,1.0,145.0,,11999
37450,toyota, Yaris,2019.0,Automatic,6176.0,Hybrid,76.3,1.5,135.0,,14995
37451,merc, C Class,2015.0,Semi-Auto,18026.0,Diesel,64.2,2.1,20.0,,16260
37452,bmw, 4 Series,2019.0,Semi-Auto,2954.0,Diesel,65.7,2.0,145.0,,25980
37453,vw, Passat,2015.0,Manual,61625.0,Diesel,68.9,2.0,20.0,,9999
37454,merc, C Class,2019.0,Semi-Auto,9167.0,Petrol,46.3,1.5,145.0,,26299
37455,toyota, Aygo,2017.0,Manual,13431.0,Petrol,69.0,1.0,145.0,,6998
37456,bmw, 4 Series,2016.0,Automatic,30557.0,Diesel,62.8,2.0,30.0,,14600
37457,merc, C Class,2019.0,Automatic,2232.0,Diesel,55.4,2.0,145.0,,30249
37458,toyota, Aygo,2017.0,Manual,27740.0,Petrol,68.9,1.0,145.0,,6998
37459,merc, C Class,2019.0,Semi-Auto,9345.0,Diesel,54.3,2.0,145.0,,31876
37460,audi, A5,2016.0,Semi-Auto,28004.0,Diesel,58.9,2.0,125.0,,17250
37461,merc, GLA Class,2016.0,Semi-Auto,36257.0,Diesel,56.6,2.1,125.0,,17999
37462,bmw, X5,2017.0,Automatic,30214.0,Diesel,47.1,3.0,200.0,,29945
37463,toyota, Aygo,2017.0,Manual,14004.0,Petrol,68.9,1.0,145.0,,7900
37464,ford, Fiesta,2016.0,Manual,9858.0,Petrol,65.7,1.0,0.0,,9850
37465,vw, Tiguan,2019.0,Manual,15583.0,Diesel,47.9,2.0,145.0,,22366
37466,toyota, Yaris,2019.0,Manual,4224.0,Petrol,47.9,1.5,145.0,,12499
37467,toyota, Aygo,2016.0,Manual,21640.0,Petrol,69.0,1.0,0.0,,7499
37468,vw, Golf,2019.0,Manual,12452.0,Petrol,49.6,1.0,145.0,,11770
37469,vw, T-Cross,2019.0,Automatic,15981.0,Diesel,50.4,1.6,145.0,,20999
37470,hyundi, Tucson,2020.0,Manual,2009.0,Diesel,48.7,1.6,,145.0,22495
37471,ford, Fiesta,2012.0,Manual,11004.0,Petrol,42.8,1.2,160.0,,7891
37472,toyota, Aygo,2018.0,Manual,4509.0,Petrol,56.5,1.0,150.0,,7999
37473,audi, Q5,2017.0,Semi-Auto,34004.0,Diesel,56.5,2.0,145.0,,23995
37474,audi, Q7,2016.0,Automatic,23484.0,Diesel,47.9,3.0,200.0,,32996
37475,vw, T-Roc,2018.0,Semi-Auto,8698.0,Petrol,41.5,2.0,145.0,,22798
37476,toyota, Aygo,2019.0,Manual,5527.0,Petrol,56.5,1.0,145.0,,8495
37477,toyota, Yaris,2015.0,Automatic,43630.0,Hybrid,86.0,1.5,0.0,,10495
37478,toyota, Aygo,2017.0,Manual,15267.0,Petrol,68.9,1.0,150.0,,7498
37479,hyundi, I10,2015.0,Manual,13432.0,Petrol,57.6,1.2,,30.0,6750
37480,vw, Polo,2019.0,Manual,5006.0,Petrol,52.3,1.0,145.0,,14290
37481,ford, Fiesta,2018.0,Manual,11893.0,Petrol,58.9,1.0,145.0,,13000
37482,toyota, Prius,2016.0,Automatic,20166.0,Hybrid,94.1,1.8,0.0,,18495
37483,bmw, 5 Series,2019.0,Semi-Auto,12218.0,Diesel,62.8,2.0,145.0,,26000
37484,audi, A3,2007.0,Manual,73002.0,Petrol,31.0,2.0,325.0,,8488
37485,ford,,2017.0,Manual,27815.0,Petrol,65.7,1.0,150.0,,9795
37486,audi, A3,2017.0,Manual,11838.0,Petrol,60.1,1.0,20.0,,13999
37487,bmw, 3 Series,2019.0,Automatic,5213.0,Diesel,52.3,2.0,145.0,,29890
37488,bmw, X1,2016.0,Automatic,13088.0,Diesel,55.4,2.0,145.0,,19998
37489,bmw, 4 Series,2019.0,Semi-Auto,2149.0,Diesel,58.9,2.0,145.0,,29898
37490,merc, E Class,2016.0,Semi-Auto,23418.0,Diesel,52.3,3.0,160.0,,20298
37491,ford, B-MAX,2014.0,Manual,61003.0,Petrol,55.4,1.0,30.0,,5995
37492,bmw, 1 Series,2016.0,Manual,31624.0,Diesel,78.5,1.5,0.0,,11001
37493,bmw, X4,2020.0,Semi-Auto,106.0,Diesel,42.8,2.0,145.0,,41904
37494,merc, E Class,2019.0,Automatic,931.0,Diesel,47.1,3.0,145.0,,45995
37495,vw, Passat,2020.0,Semi-Auto,12.0,Diesel,49.6,1.6,145.0,,20998
37496,audi, A5,2018.0,Manual,10563.0,Diesel,64.2,2.0,145.0,,24700
37497,merc, M Class,2014.0,Semi-Auto,57579.0,Diesel,46.3,2.1,200.0,,19194
37498,merc, A Class,2019.0,Automatic,1668.0,Petrol,53.3,1.3,145.0,,26991
37499,bmw, 3 Series,2020.0,Semi-Auto,112.0,Diesel,51.4,2.0,145.0,,31490
37500,hyundi, I10,2015.0,Manual,26544.0,Petrol,57.6,1.2,,30.0,5990
37501,merc, GLE Class,2017.0,Semi-Auto,17721.0,Diesel,47.9,2.1,145.0,,28795
37502,merc, A Class,2015.0,Automatic,94005.0,Diesel,70.6,2.1,20.0,,10491
37503,vw, Arteon,2018.0,Automatic,9290.0,Diesel,44.1,2.0,145.0,,23700
37504,toyota, Aygo,2017.0,Manual,21309.0,Petrol,68.9,1.0,145.0,,7995
37505,audi, Q3,2014.0,Semi-Auto,23341.0,Petrol,36.7,2.0,260.0,,17998
37506,hyundi, Tucson,2016.0,Manual,15513.0,Diesel,58.9,2.0,,125.0,16995
37507,hyundi, Kona,2020.0,Manual,6002.0,Petrol,44.1,1.0,,150.0,15499
37508,skoda, Yeti Outdoor,2016.0,Manual,16442.0,Petrol,51.4,1.2,125.0,,11299
37509,vw, Golf,2019.0,Semi-Auto,13155.0,Diesel,54.3,1.6,145.0,,16690
37510,bmw, X3,2019.0,Semi-Auto,6018.0,Petrol,34.5,3.0,145.0,,39480
37511,vw, Touareg,2019.0,Semi-Auto,17.0,Diesel,34.5,3.0,145.0,,41998
37512,toyota, Yaris,2017.0,Automatic,12647.0,Hybrid,78.0,1.5,0.0,,12995
37513,toyota, Avensis,2015.0,Manual,57998.0,Diesel,67.3,1.6,20.0,,8776
37514,merc, A Class,2016.0,Semi-Auto,52521.0,Diesel,67.3,2.1,20.0,,15990
37515,audi, A3,2019.0,Semi-Auto,12934.0,Petrol,42.2,1.5,145.0,,20890
37516,skoda, Fabia,2017.0,Automatic,14036.0,Petrol,61.4,1.0,145.0,,12000
37517,merc, E Class,2019.0,Semi-Auto,2644.0,Diesel,72.4,2.0,145.0,,26499
37518,bmw, 1 Series,2019.0,Manual,1004.0,Diesel,72.4,1.5,145.0,,19888
37519,audi, A5,2016.0,Manual,13502.0,Diesel,53.3,2.0,145.0,,19990
37520,merc, C Class,2017.0,Semi-Auto,8554.0,Petrol,50.4,2.0,145.0,,18299
37521,merc, C Class,2019.0,Automatic,4003.0,Diesel,51.4,2.0,145.0,,28450
37522,ford, Kuga,2018.0,Manual,40667.0,Diesel,60.1,2.0,145.0,,16489
37523,ford, Kuga,2016.0,Automatic,10719.0,Petrol,38.2,1.5,235.0,,18495
37524,ford, Fiesta,2017.0,Manual,13155.0,Diesel,88.3,1.5,145.0,,11512
37525,merc, CLS Class,2015.0,Semi-Auto,46727.0,Diesel,56.5,2.1,145.0,,17998
37526,bmw, 1 Series,2017.0,Semi-Auto,21471.0,Diesel,70.6,2.0,20.0,,15995
37527,skoda, Octavia,2018.0,Manual,11327.0,Diesel,67.3,1.6,145.0,,12999
37528,vw, T-Roc,2020.0,Manual,2004.0,Petrol,44.1,1.5,145.0,,24990
37529,vw, Amarok,2019.0,Automatic,16902.0,Diesel,33.6,3.0,260.0,,27990
37530,toyota, Aygo,2014.0,Manual,29008.0,Petrol,69.0,1.0,0.0,,5395
37531,merc, C Class,2015.0,Automatic,33357.0,Diesel,64.2,2.1,30.0,,16732
37532,toyota, Prius,2016.0,Automatic,32994.0,Hybrid,94.1,1.8,0.0,,17995
37533,audi, Q3,2019.0,Semi-Auto,14482.0,Petrol,31.7,2.0,145.0,,28490
37534,hyundi, I40,2014.0,Manual,66607.0,Diesel,55.4,1.7,,150.0,7880
37535,ford, Focus,2016.0,Manual,19668.0,Petrol,41.5,2.0,200.0,,15749
37536,vw, Polo,2018.0,Manual,24506.0,Petrol,62.8,1.0,145.0,,12500
37537,audi, A5,2019.0,Semi-Auto,5208.0,Petrol,37.7,2.0,145.0,,29950
37538,merc, E Class,2015.0,Semi-Auto,40094.0,Diesel,51.4,2.1,160.0,,16499
37539,ford, Galaxy,2017.0,Manual,34209.0,Diesel,56.5,2.0,125.0,,18490
37540,toyota, Yaris,2016.0,Manual,23005.0,Petrol,58.0,1.3,30.0,,7995
37541,toyota, Prius,2016.0,Automatic,35380.0,Hybrid,85.6,1.8,0.0,,18004
37542,bmw, 3 Series,2019.0,Manual,2929.0,Diesel,56.5,2.0,145.0,,23980
37543,vw, Up,2016.0,Manual,11002.0,Petrol,62.8,1.0,20.0,,5495
37544,skoda, Kodiaq,2019.0,Automatic,11371.0,Diesel,39.2,2.0,145.0,,29999
37545,ford, Mondeo,2016.0,Automatic,27207.0,Petrol,38.2,2.0,240.0,,14299
37546,audi, A4,2019.0,Automatic,5008.0,Petrol,38.2,2.0,145.0,,28990
37547,vw, Golf,2014.0,Manual,53007.0,Diesel,68.9,1.6,0.0,,8990
37548,ford, Kuga,2018.0,Automatic,11428.0,Petrol,38.2,1.5,145.0,,16595
37549,hyundi, I40,2016.0,Manual,38260.0,Diesel,65.7,1.7,,30.0,9698
37550,merc, C Class,2018.0,Semi-Auto,13205.0,Diesel,57.7,2.0,145.0,,27980
37551,toyota, Auris,2017.0,Automatic,12415.0,Hybrid,72.4,1.8,135.0,,14950
37552,merc, E Class,2017.0,Semi-Auto,29905.0,Diesel,70.6,2.0,145.0,,26995
37553,ford, Focus,2016.0,Manual,44142.0,Diesel,74.3,1.5,0.0,,8997
37554,audi, Q5,2019.0,Semi-Auto,5898.0,Diesel,39.2,2.0,145.0,,32195
37555,skoda, Fabia,2016.0,Manual,27797.0,Petrol,58.9,1.2,20.0,,8250
37556,ford, Fiesta,2018.0,Manual,7473.0,Petrol,64.2,1.1,145.0,,10200
37557,ford, Focus,2019.0,Automatic,4303.0,Diesel,64.2,2.0,145.0,,22495
37558,bmw, 3 Series,2019.0,Semi-Auto,3911.0,Petrol,42.2,2.0,145.0,,27480
37559,merc, C Class,2016.0,Semi-Auto,17644.0,Diesel,67.3,2.1,20.0,,24950
37560,hyundi, Santa Fe,2017.0,Manual,29463.0,Diesel,47.1,2.2,,200.0,17991
37561,audi, Q5,2017.0,Semi-Auto,16856.0,Petrol,34.0,3.0,150.0,,37980
37562,hyundi, I10,2017.0,Manual,44022.0,Petrol,60.1,1.0,,145.0,5995
37563,hyundi, I10,2015.0,Manual,56009.0,Petrol,60.1,1.0,,20.0,4999
37564,bmw, X2,2019.0,Semi-Auto,5434.0,Diesel,48.7,2.0,145.0,,30000
37565,ford, Kuga,2013.0,Manual,76920.0,Diesel,53.3,2.0,145.0,,7991
37566,ford, Focus,2019.0,Manual,5266.0,Petrol,58.9,1.0,145.0,,15595
37567,bmw, 5 Series,2013.0,Automatic,70001.0,Diesel,55.4,2.0,145.0,,11995
37568,merc, A Class,2013.0,Semi-Auto,47002.0,Diesel,68.9,1.8,20.0,,9995
37569,vw, Touareg,2019.0,Automatic,7757.0,Diesel,34.0,3.0,145.0,,40482
37570,ford, Focus,2019.0,Automatic,3309.0,Diesel,64.2,2.0,145.0,,17199
37571,bmw, 1 Series,2017.0,Manual,34257.0,Petrol,53.3,1.5,150.0,,13990
37572,merc, CL Class,2019.0,Semi-Auto,13783.0,Diesel,51.4,2.2,145.0,,25990
37573,skoda, Fabia,2017.0,Manual,31151.0,Petrol,64.2,1.0,150.0,,9490
37574,vw, Golf,2020.0,Semi-Auto,2590.0,Hybrid,44.8,1.5,145.0,,23490
37575,toyota, Aygo,2015.0,Manual,23366.0,Petrol,69.0,1.0,0.0,,6380
37576,vw, Up,2015.0,Manual,32916.0,Petrol,62.8,1.0,20.0,,6400
37577,ford, C-MAX,2013.0,Manual,38794.0,Petrol,42.8,1.6,160.0,,5991
37578,audi, A4,2016.0,Manual,19290.0,Petrol,53.3,1.4,125.0,,13998
37579,vw, Passat,2017.0,Manual,37057.0,Diesel,70.6,1.6,20.0,,11350
37580,hyundi, I30,2020.0,Manual,4005.0,Petrol,41.5,1.4,,145.0,16995
37581,ford, B-MAX,2016.0,Automatic,20093.0,Petrol,44.1,1.6,160.0,,8060
37582,audi, A3,2014.0,Manual,93068.0,Diesel,67.3,2.0,20.0,,9795
37583,vw, Polo,2016.0,Manual,22696.0,Petrol,60.1,1.2,20.0,,9390
37584,vw, Golf,2010.0,Manual,164003.0,Diesel,58.9,2.0,145.0,,3295
37585,vw, Golf,2018.0,Manual,11943.0,Diesel,68.9,2.0,145.0,,15325
37586,ford, Fiesta,2018.0,Manual,34987.0,Petrol,65.7,1.0,145.0,,10199
37587,audi, A1,2017.0,Semi-Auto,28121.0,Petrol,57.6,1.4,150.0,,13745
37588,ford, Edge,2016.0,Semi-Auto,20335.0,Diesel,47.9,2.0,200.0,,20490
37589,vw, Golf,2017.0,Manual,15719.0,Diesel,74.3,1.6,0.0,,12872
37590,vw, Polo,2017.0,Manual,13434.0,Petrol,60.1,1.0,145.0,,10250
37591,vw, Up,2016.0,Manual,32460.0,Petrol,64.2,1.0,20.0,,6490
37592,skoda, Yeti,2016.0,Manual,30008.0,Petrol,51.4,1.2,125.0,,12495
37593,audi, A3,2019.0,Semi-Auto,15566.0,Petrol,41.5,1.5,145.0,,22250
37594,audi, TT,2017.0,Manual,25850.0,Diesel,62.8,2.0,145.0,,18300
37595,vw, Golf,2019.0,Manual,3579.0,Petrol,45.6,1.5,145.0,,17489
37596,bmw, X3,2011.0,Automatic,85001.0,Diesel,50.4,2.0,165.0,,8440
37597,skoda, Citigo,2016.0,Manual,47368.0,Petrol,62.8,1.0,20.0,,5990
37598,bmw, 4 Series,2019.0,Manual,111.0,Petrol,46.3,2.0,145.0,,26995
37599,hyundi, I40,2019.0,Manual,8180.0,Petrol,38.2,1.6,,150.0,16250
37600,ford, Fiesta,2019.0,Manual,10609.0,Petrol,60.1,1.0,145.0,,12600
37601,bmw, 1 Series,2017.0,Automatic,26053.0,Diesel,68.9,2.0,145.0,,15000
37602,bmw, 4 Series,2017.0,Automatic,36208.0,Diesel,65.7,2.0,145.0,,18790
37603,bmw, 3 Series,2019.0,Semi-Auto,4691.0,Petrol,42.2,2.0,150.0,,29485
37604,merc, B Class,2019.0,Semi-Auto,7368.0,Diesel,55.4,2.0,145.0,,21590
37605,merc, A Class,2020.0,Manual,25.0,Petrol,47.1,1.3,145.0,,25890
37606,audi, Q8,2019.0,Semi-Auto,8452.0,Diesel,33.6,3.0,145.0,,58450
37607,bmw, 1 Series,2016.0,Semi-Auto,17542.0,Petrol,58.9,1.5,30.0,,13980
37608,bmw, X5,2019.0,Semi-Auto,3312.0,Petrol,27.2,3.0,145.0,,52950
37609,vw, Tiguan,2019.0,Semi-Auto,502.0,Diesel,37.2,1.5,145.0,,28998
37610,toyota, C-HR,2018.0,Automatic,7009.0,Petrol,47.9,1.2,145.0,,19995
37611,audi, A5,2016.0,Automatic,53001.0,Diesel,56.5,2.0,145.0,,17695
37612,toyota, Yaris,2016.0,Automatic,20932.0,Hybrid,78.0,1.5,0.0,,13290
37613,skoda, Superb,2019.0,Automatic,7019.0,Petrol,30.1,2.0,145.0,,26000
37614,ford, Fiesta,2016.0,Manual,18509.0,Petrol,54.3,1.2,125.0,,8290
37615,merc, A Class,2016.0,Automatic,38256.0,Diesel,68.9,2.1,20.0,,16750
37616,ford, Ka+,2017.0,Manual,23006.0,Petrol,57.7,1.2,145.0,,8295
37617,vw, Tiguan Allspace,2018.0,Semi-Auto,28983.0,Diesel,47.9,2.0,145.0,,21900
37618,ford, Fiesta,2017.0,Manual,24021.0,Petrol,47.9,1.6,145.0,,12399
37619,merc, A Class,2017.0,Manual,24111.0,Diesel,68.9,1.5,20.0,,15799
37620,toyota, Aygo,2017.0,Manual,20210.0,Petrol,69.0,1.0,145.0,,7000
37621,merc, CL Class,2015.0,Semi-Auto,30748.0,Diesel,67.3,2.1,20.0,,17960
37622,skoda, Fabia,2017.0,Semi-Auto,19311.0,Petrol,61.4,1.0,150.0,,11795
